"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","prolific_id","att_1","att_2","comp","text_explain","q1","q2","q3","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID","Group"
"Start Date","End Date","Response Type","Anonymized","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Anonymized","Anonymized","Distribution Channel","User Language","Informed Consent 



Participation is voluntary

It is your choice whether or not to participate in this research. If you choose to participate, you may change your mind and leave the study at any time. Refusal to participate or stopping your participation will involve no penalty or loss of benefits to which you are otherwise entitled.



What is the purpose of this research? 

The purpose of this research is to examine human judgments. All data from this experiment are gathered for scientific purposes and will contribute to our eventual understanding of brain and visual function. These data may be published in scientific journals so that other researchers may have access to these data.



How long will I take part in this research? 

Your participation will take approximately 5 minutes to complete.



What can I expect if I take part in this research? 

As a participant, you will be asked to look at images presented on a video display and give responses with key presses or movements of a mouse pointing device. Your response may involve responding as quickly as you can, memorizing what you saw, making a judgment, or completing a questionnaire. You will also be asked to complete a demographics form.



What are the risks and possible discomforts? 

If you choose to participate, the effects should be comparable to those you would experience from viewing a computer monitor for 15 minutes and using a mouse or keyboard, e.g., eye fatigue. You are free to take breaks throughout the session. 



Will I be compensated for participating in this research? 

You will be compensated $1.00 for this study. You will still receive payment if you withdraw early.



If I take part in this research, how will my privacy be protected? What happens to the information you collect? 

Your participation in this experiment will remain confidential, and your identity will not be stored with your data.



If I have any questions, concerns or complaints about this research study, who can I talk to? 

The researcher for this study is Julian De Freitas who can be reached at 626.559.6401; #161 Morgan Hall, 15 Harvard Way, Boston MA, 02163; jdefreitas@hbs.edu. If you have questions, concerns, or complaints,

	If you would like to talk to the research team,
	If you think the research has harmed you, or
	If you wish to withdraw from the study.

This research has been reviewed by the Committee on the Use of Human Subjects in Research at Harvard University. They can be reached at 617-496-2847, 1350 Massachusetts Avenue, Suite 935, Cambridge, MA 02138, or cuhs@harvard.edu for any of the following:


	If your questions, concerns, or complaints are not being answered by the research team,
	If you cannot reach the research team,
	If you want to talk to someone besides the research team, or
	If you have questions about your rights as a research participant.","What is your Prolific ID?

Please note that this response should auto-fill with the correct ID.","This is an attention check. 

John is taller than Paul. Who is shorter?","What color is grass? The fresh, uncut grass, not leaves or hay. 

Please make sure to select purple, so that we know you're paying attention.","What was the task given to you?","Describe what happened in the video.","Do you have any initial thoughts or reactions about the video?","Did you notice anything unusual or inconsistent about the video?","Did you notice that the main subject of the video is a robot?","What is your gender? - Selected Choice","What is your gender? - Other (please specify) - Text","What is your ethnicity? - Selected Choice","What is your ethnicity? - Other (please specify) - Text","What is your age (in years)?","Please indicate the highest level of education completed. - Selected Choice","Please indicate the highest level of education completed. - Other (please specify) - Text","PROLIFIC_PID","Group"
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","Anonymized","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","Anonymized","Anonymized","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1717566655""}","{""ImportId"":""QID1717566657_TEXT""}","{""ImportId"":""QID1717566658""}","{""ImportId"":""QID1717566659""}","{""ImportId"":""QID136""}","{""ImportId"":""QID121_TEXT""}","{""ImportId"":""QID122_TEXT""}","{""ImportId"":""QID123_TEXT""}","{""ImportId"":""QID125""}","{""ImportId"":""QID131""}","{""ImportId"":""QID131_4_TEXT""}","{""ImportId"":""QID132""}","{""ImportId"":""QID132_6_TEXT""}","{""ImportId"":""QID133_TEXT""}","{""ImportId"":""QID134""}","{""ImportId"":""QID134_8_TEXT""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Group""}"
"2024-04-17 11:46:49","2024-04-17 11:48:36","IP Address","Anonymized","100","107","True","2024-04-17 11:48:37","R_7DCpXxBFr9lCSRZ","","","","","Anonymized","Anonymized","anonymous","EN","I agree","62869a1b7fff9c9a48fe6087","Paul","Purple","You were asked to watch a video","There was a female robot that nodded her head","It was kind of creepy","no","Yes","Female","","White or European","","59","College Graduate (4 year)","","62869a1b7fff9c9a48fe6087","Video1"
"2024-04-17 11:57:06","2024-04-17 11:59:25","IP Address","Anonymized","100","139","True","2024-04-17 11:59:26","R_6PY8AOTAb0BSV4V","","","","","Anonymized","Anonymized","anonymous","EN","I agree","62cc24abe2c56d04f1cf9a66","Paul","Green","You were asked to watch a video","it was a man talking in an airport","no","it did seem somewhat sped up ","No","Female","","White or European","","59","College Graduate (4 year)","","62cc24abe2c56d04f1cf9a66","Video2"
"2024-04-17 12:15:12","2024-04-17 12:16:39","IP Address","Anonymized","100","86","True","2024-04-17 12:16:39","R_8RWDuL8ImHMXCFz","","","","","Anonymized","Anonymized","anonymous","EN","I agree","653a80f1b0ec4933ba516d7f","Paul","Green","You were asked to watch a video","There was no audio. It was a man talking and a woman was also there.","No","No audio","No","Female","","White or European","","46","College Graduate (4 year)","","653a80f1b0ec4933ba516d7f","Video6"
"2024-04-17 12:16:36","2024-04-17 12:18:45","IP Address","Anonymized","100","129","True","2024-04-17 12:18:46","R_6Pde2OXiJAsZkgg","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6323781f75962af097c34b5e","Paul","Purple","You were asked to watch a video","There was the side profile of a man. ","no, not really. It looked somewhat fake though.","It seemed like it was generated by ai","No","Male","","Hispanic or Latino","","19","College Graduate (4 year)","","6323781f75962af097c34b5e","Video4"
"2024-04-17 12:20:17","2024-04-17 12:23:17","IP Address","Anonymized","100","180","True","2024-04-17 12:23:18","R_3NEYdOmp5FJYpqs","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65c189c085c1f20c4029f493","Paul","Purple","You were asked to watch a video","The man leaned forward in the frame and it sounded as he went quack or a similar sound but it was inaudible and then the video disappeared so I was unable to replay it .  ","I'm confused by what just occurred. ","Yes, why did the video disappear and what sound was he making and why??? ","No","Female","","Black or African American","","32","College Graduate (4 year)","","65c189c085c1f20c4029f493","Video3"
"2024-04-17 12:26:37","2024-04-17 12:28:03","IP Address","Anonymized","100","86","True","2024-04-17 12:28:04","R_33eByOvkzIqTe0S","","","","","Anonymized","Anonymized","anonymous","EN","I agree","655f8b8a7ee2491a2184b5c2","Paul","Purple","You were asked to watch a video","An old robotic looking Asian man turning his head. ","That it looks like a robot or AI. ","No","Yes","Female","","Black or African American","","32","College Graduate (4 year)","","655f8b8a7ee2491a2184b5c2","Video5"
"2024-04-17 12:30:52","2024-04-17 12:32:44","IP Address","Anonymized","100","111","True","2024-04-17 12:32:44","R_1OuCJKda6IPY4tU","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5f0d529c9df050769b81e18f","Paul","Purple","You were asked to watch a video","A man with a beard spoke and a robotic doll on the side looked slightly from side to side. No audio.","I'm mostly just curious what the man in the video may have been speaking about.","Just no audio was all I noticed.","Yes","Male","","White or European","","36","Some College","","5f0d529c9df050769b81e18f","Video6"
"2024-04-17 12:31:29","2024-04-17 12:33:10","IP Address","Anonymized","100","101","True","2024-04-17 12:33:11","R_5DIRyrujrwIs1yx","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63b6f0c524c4735cd7755c27","Paul","Purple","You were asked to watch a video","There was a man with glasses and he seemed to be talking and moving his head back and forth. There didn't seem to be any sound though.","It seemed strange.","There didn't seem to be any sound though the man seemed to be moving his mouth and the man seemed to be a robot. ","Yes","Female","","Asian","","47","College Graduate (4 year)","","63b6f0c524c4735cd7755c27","Video3"
"2024-04-17 12:34:42","2024-04-17 12:36:09","IP Address","Anonymized","100","87","True","2024-04-17 12:36:10","R_6fuAMkjYdUa7DWt","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63d7e97b18c8503ff5be482c","Paul","Purple","You were asked to watch a video","A man was staring off to a part of a room.","I felt a little creeped out the way the man was staring at nothing.","The man was breathing weird and staring off into space.","No","Male","","White or European","","22","High School or Equivalent","","63d7e97b18c8503ff5be482c","Video4"
"2024-04-17 12:31:56","2024-04-17 12:36:57","IP Address","Anonymized","100","300","True","2024-04-17 12:36:57","R_13B7WR1zUTh4ko7","","","","","Anonymized","Anonymized","anonymous","EN","I agree","559c3ad8fdf99b32b55f2d32","Paul","Purple","You were asked to watch a video","She kept nodding her head","boring and What was the purpose","It looked robotic","Yes","Female","","White or European","","47","Some College","","559c3ad8fdf99b32b55f2d32","Video1"
"2024-04-17 12:35:51","2024-04-17 12:37:28","IP Address","Anonymized","100","97","True","2024-04-17 12:37:29","R_5fxUAZpOE1lB6Bl","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5e614c386ee9b3017b83e4bc","Paul","Purple","You were asked to watch a video","An older man was blinking and kind of shaking his head","no, wondering what happened next","seemed like maybe AI","No","Female","","White or European","","40","College Graduate (4 year)","","5e614c386ee9b3017b83e4bc","Video5"
"2024-04-17 12:36:44","2024-04-17 12:38:20","IP Address","Anonymized","100","96","True","2024-04-17 12:38:20","R_3mw13rrE2ZTnh84","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63b6e6ce132abfb18c08fdd0","Paul","Purple","You were asked to watch a video","There was a person or maybe a robot talking?","Uncomfortable","The man seemed off.I think it was maybe a robot.","Yes","Female","","White or European","","27","Vocational/Technical School (2 year)","","63b6e6ce132abfb18c08fdd0","Video3"
"2024-04-17 12:37:06","2024-04-17 12:38:53","IP Address","Anonymized","100","106","True","2024-04-17 12:38:54","R_3MbRHOZkptlPT2N","","","","","Anonymized","Anonymized","anonymous","EN","I agree","607cded9ca28db289b252597","Paul","Purple","You were asked to watch a video","Looks to be a robot of some sort nodding.","Its a little creepy.","The movements are very stiff, making me believe it is a robot.","Yes","Male","","White or European","","28","College Graduate (4 year)","","607cded9ca28db289b252597","Video1"
"2024-04-17 12:32:15","2024-04-17 12:39:10","IP Address","Anonymized","100","414","True","2024-04-17 12:39:10","R_5pW00Mfs6ExQz9u","","","","","Anonymized","Anonymized","anonymous","EN","I agree","61592ea07347e286bca1955f","Paul","Purple","You were asked to watch a video","A humanoid-looking thing was making jerky, robotic movements","It surprised me because I thought it was a person but it moved unnaturally ","The video length was very short and the subject of the video was unnatural seeming","Yes","Female","","Asian","","22","College Graduate (4 year)","","61592ea07347e286bca1955f","Video2"
"2024-04-17 12:37:48","2024-04-17 12:39:29","IP Address","Anonymized","100","101","True","2024-04-17 12:39:29","R_6hDwQ3p0Lk3KRD6","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5dc592c6aa431440aa755d5b","Paul","Purple","You were asked to watch a video","A man was talking next to a girl with a person in the background gaping.","The man looked realistic given the low quality, the woman looked anime, and the guy in the background looked inhumane.","see previous comment.","Yes","Female","","Hispanic or Latino","","25","Some College","","5dc592c6aa431440aa755d5b","Video6"
"2024-04-17 12:41:26","2024-04-17 12:42:43","IP Address","Anonymized","100","76","True","2024-04-17 12:42:43","R_12mZKuJh1fAMtOA","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5e84391b7eff7b18bfbeba13","Paul","Purple","You were asked to watch a video","A person spoke.","It was weird.","No.","No","Female","","White or European","","35","Masters Degree (MS)","","5e84391b7eff7b18bfbeba13","Video3"
"2024-04-17 12:41:20","2024-04-17 12:42:44","IP Address","Anonymized","100","84","True","2024-04-17 12:42:44","R_2gAZ3lsGLNvqEHn","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5ce6fbd9a76bf00019cfd467","Paul","Green","You were asked to watch a video","man shook his head","no","no","No","Female","","White or European","","37","Some College","","5ce6fbd9a76bf00019cfd467","Video5"
"2024-04-17 12:38:40","2024-04-17 12:42:51","IP Address","Anonymized","100","250","True","2024-04-17 12:42:51","R_1F5PYD59pfCqfbH","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65aeac9742a530b2bc5ab53b","Paul","Green","You were asked to watch a video","An older man of Asian decent seemed to be moving his arms robotically. ","The man's movements were very awkward.","His movements were glitchy, while everything/one in the background seemed to be moving smoothly.","Yes","Female","","Black or African American","","31","Some College","","65aeac9742a530b2bc5ab53b","Video2"
"2024-04-17 12:42:08","2024-04-17 12:44:27","IP Address","Anonymized","100","138","True","2024-04-17 12:44:27","R_3HzeUX2dxDLQBLu","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65084daa7b83a3f172452c53","Paul","Purple","You were asked to watch a video","A human-like robot was nodding its head and blinking.","It was creepy because the face lacked any emotion or movement except for the nodding and blinking.","Not particularly, considering the previous knowledge that I have about animatronics (which isn't very much).","Yes","Female","","White or European","","27","Masters Degree (MS)","","65084daa7b83a3f172452c53","Video1"
"2024-04-17 12:40:30","2024-04-17 12:44:43","IP Address","Anonymized","100","253","True","2024-04-17 12:44:44","R_1OeoPzveCOLbkT7","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5c40e28ffe87360001a5677e","Paul","Purple","You were asked to watch a video","The man was staring off and took a deep sigh.","No","No","No","Female","","Black or African American","","30","Masters Degree (MS)","","5c40e28ffe87360001a5677e","Video4"
"2024-04-17 12:43:30","2024-04-17 12:44:47","IP Address","Anonymized","100","77","True","2024-04-17 12:44:47","R_5Bm8BGTB2TwNq5L","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60fab1b96bd45f60d1b053dc","Paul","Purple","You were asked to watch a video","a man was looking down and blinking a lot.","nope","He blinked a lot.","No","Female","","White or European","","62","High School or Equivalent","","60fab1b96bd45f60d1b053dc","Video4"
"2024-04-17 12:44:07","2024-04-17 12:45:38","IP Address","Anonymized","100","90","True","2024-04-17 12:45:38","R_7idWVbFWy1255W9","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5e219bdeadb5b7489d3529be","Paul","Purple","You were asked to watch a video","An robotic old man moved its head.","It was a bit creepy","I think it was a robot but I'm not sure. It seemed uncanny","Yes","Male","","Prefer Not to Say","","56","College Graduate (4 year)","","5e219bdeadb5b7489d3529be","Video5"
"2024-04-17 12:43:10","2024-04-17 12:45:50","IP Address","Anonymized","100","160","True","2024-04-17 12:45:50","R_5HFv5yxFsNVkQnu","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5dc47ddd034b45342d3b2e3a","Paul","Purple","You were asked to watch a video","A man was talking at a restaurant while a woman was beside him","No.","It appeared to be artificially generated","No","Male","","White or European","","35","College Graduate (4 year)","","5dc47ddd034b45342d3b2e3a","Video6"
"2024-04-17 12:43:34","2024-04-17 12:45:52","IP Address","Anonymized","100","138","True","2024-04-17 12:45:53","R_52YsKWCv1lRMsob","","","","","Anonymized","Anonymized","anonymous","EN","I agree","58ae2c4ed6a2220001179f7c","Paul","Purple","You were asked to watch a video","An Oriental man squinted and turned his head slightly.","It was definitely a short video.","I noticed that there was no sound, which I wasn't sure if that was intended or unintended.","No","Male","","White or European","","64","College Graduate (4 year)","","58ae2c4ed6a2220001179f7c","Video5"
"2024-04-17 12:44:23","2024-04-17 12:45:56","IP Address","Anonymized","100","93","True","2024-04-17 12:45:57","R_1bTeIlQDivAdu7p","","","","","Anonymized","Anonymized","anonymous","EN","I agree","611123631a0321bad08e4b6d","Paul","Purple","You were asked to watch a video","A man was talking. Next to him appeared to be a mannequin or an AI figure.","No","The woman appeared to be artificial.","No","Female","","White or European","","53","College Graduate (4 year)","","611123631a0321bad08e4b6d","Video6"
"2024-04-17 12:44:47","2024-04-17 12:46:15","IP Address","Anonymized","100","88","True","2024-04-17 12:46:16","R_5RK8WubSaAd4vXb","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5928b05e590f0b000126edb8","Paul","Purple","You were asked to watch a video","A man was speaking to the camera with a crowd behind him.","I thought that there was a lot of movement in the short amount of time.","No, I didn't.","No","Prefer not to disclose","","Prefer Not to Say","","26","High School or Equivalent","","5928b05e590f0b000126edb8","Video2"
"2024-04-17 12:43:58","2024-04-17 12:47:12","IP Address","Anonymized","100","193","True","2024-04-17 12:47:12","R_2W96Pc03x3Ye773","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63f93660b863689518fb98d8","Paul","Green","You were asked to watch a video","A girl was nodding her head up and down.","The expression on her face was a little creepy.","no","No","Female","","White or European","","54","Some College","","63f93660b863689518fb98d8","Video1"
"2024-04-17 12:43:28","2024-04-17 12:49:39","IP Address","Anonymized","100","371","True","2024-04-17 12:49:40","R_7KUig4RwPd04ixX","","","","","Anonymized","Anonymized","anonymous","EN","I agree","63b5eb0ec316229203f1ddae","Paul","Purple","You were asked to watch a video","A guy nodded up and down while sitting with headphones around his neck.","No","It looked a tad robotic.","Yes","Male","","Asian","","57","College Graduate (4 year)","","63b5eb0ec316229203f1ddae","Video3"
"2024-04-17 12:46:29","2024-04-17 12:49:41","IP Address","Anonymized","100","191","True","2024-04-17 12:49:42","R_6GLjs8rXPMlr2Ip","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5ddb44664a113aaa06465dbe","Paul","Purple","You were asked to watch a video","A guy with gray hair nodded","no","It seemed to glitch or skip time a little","No","Male","","White or European","","45","College Graduate (4 year)","","5ddb44664a113aaa06465dbe","Video4"
"2024-04-17 12:44:04","2024-04-17 12:53:13","IP Address","Anonymized","100","549","True","2024-04-17 12:53:14","R_3CD8EnIq1ra1kza","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5c659f0babaa5c0001d0e866","Paul","Purple","You were asked to watch a video","Old Chinese man blinked. It seemed to be animated but looked realistic.","Its good animation.","Yes, its not a real image.","No","Male","","Hispanic or Latino","","28","College Graduate (4 year)","","5c659f0babaa5c0001d0e866","Video5"
"2024-04-17 13:05:10","2024-04-17 13:06:38","IP Address","Anonymized","100","87","True","2024-04-17 13:06:38","R_1jMPNVud3WQcztf","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5d9b866189c03c001540eff1","Paul","Purple","You were asked to watch a video","It was a realistic female looking robot nodding her head. ","Kind of convincing but definitely could tell it was not a real person. ","no","Yes","Female","","White or European","","34","Some College","","5d9b866189c03c001540eff1","Video1"
"2024-04-17 13:05:33","2024-04-17 13:06:46","IP Address","Anonymized","100","72","True","2024-04-17 13:06:46","R_3KkFit52NJExtu8","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6111c4865701e1ba367af3e3","Paul","Purple","You were asked to watch a video","A man who looked AI generated was mumbling incoherent phrases","No","The guy looked fake.","Yes","Female","","White or European","","26","Masters Degree (MS)","","6111c4865701e1ba367af3e3","Video3"
"2024-04-17 13:05:23","2024-04-17 13:06:49","IP Address","Anonymized","100","85","True","2024-04-17 13:06:50","R_59RSFQBJXf16GHL","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5f2dcd2ccfe454102f662f95","Paul","Purple","You were asked to watch a video","A man was speaking next to what appeared to be an AI model.","It was strange and there was no volume.","no volume and what appeared to be an AI female.","Yes","Male","","White or European","","30","College Graduate (4 year)","","5f2dcd2ccfe454102f662f95","Video6"
"2024-04-17 13:05:20","2024-04-17 13:07:02","IP Address","Anonymized","100","101","True","2024-04-17 13:07:02","R_37BQtUuU3J1jRFY","","","","","Anonymized","Anonymized","anonymous","EN","I agree","61040367da20e5471678f93a","Paul","Purple","You were asked to watch a video","An Asian male that looked slightly like a robot made a shrugging gesture and expression in a busy area.","It made me question whether he was real or not.","Yes, that the movements were somewhat robotic.","Yes","Female","","White or European","","31","College Graduate (4 year)","","61040367da20e5471678f93a","Video2"
"2024-04-17 13:06:07","2024-04-17 13:07:02","IP Address","Anonymized","100","54","True","2024-04-17 13:07:02","R_2Pi2Hp4PLS39lEq","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5f218f86a3a5b05784d9d371","Paul","Purple","You were asked to watch a video","A man looking off to the side was staring at something and blinking.","It was strange.","No","No","Female","","White or European","","35","College Graduate (4 year)","","5f218f86a3a5b05784d9d371","Video4"
"2024-04-17 13:05:44","2024-04-17 13:07:03","IP Address","Anonymized","100","79","True","2024-04-17 13:07:04","R_5ffxW4vRdg2pIFX","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5c69f6b01b9d0e000190b438","Paul","Purple","You were asked to watch a video","A man stood and talked for a few moments","The man appeared to be giving a heartfelt speech of some sort","No sound but seem normal","No","Male","","White or European","","33","Some College","","5c69f6b01b9d0e000190b438","Video3"
"2024-04-17 13:05:38","2024-04-17 13:07:05","IP Address","Anonymized","100","87","True","2024-04-17 13:07:06","R_2bqhHAaAtWn3Uu5","","","","","Anonymized","Anonymized","anonymous","EN","I agree","55885869fdf99b4020ba0b64","Paul","Purple","You were asked to watch a video","There was a man that bowed","It seemed like a robot","Robotic","Yes","Female","","White or European","","29","High School or Equivalent","","55885869fdf99b4020ba0b64","Video3"
"2024-04-17 13:05:42","2024-04-17 13:07:07","IP Address","Anonymized","100","85","True","2024-04-17 13:07:08","R_1sWiBk1Bwn0aVSV","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5e9a753ccc244610ac6b0d87","Paul","Purple","You were asked to watch a video","A man was talking (there was no sound), and the woman next to him looked like a robot.","I think the woman is a robot","No sound, and the woman seemed to be moving unnaturally","Yes","Female","","White or European","","34","Some College","","5e9a753ccc244610ac6b0d87","Video6"
"2024-04-17 13:05:43","2024-04-17 13:07:08","IP Address","Anonymized","100","85","True","2024-04-17 13:07:09","R_2oTPYir6UWpssJH","","","","","Anonymized","Anonymized","anonymous","EN","I agree","633cd383a0ad479d79c05a12","Paul","Purple","You were asked to watch a video","A robotic looking woman was nodding her head yes.","Sort of creepy","The video seemed grainy and low quality.","Yes","Male","","White or European","","25","Vocational/Technical School (2 year)","","633cd383a0ad479d79c05a12","Video1"
"2024-04-17 13:05:36","2024-04-17 13:07:15","IP Address","Anonymized","100","99","True","2024-04-17 13:07:15","R_7l47TumigglccBK","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60675b278929f00a78c91c3f","Paul","Purple","You were asked to watch a video","a woman nodded her head ","wondering if it was a real person vs robot ","the mannerisms ","Yes","Male","","White or European","","34","College Graduate (4 year)","","60675b278929f00a78c91c3f","Video1"
"2024-04-17 13:05:29","2024-04-17 13:07:18","IP Address","Anonymized","100","108","True","2024-04-17 13:07:18","R_6dPW15M4GLtzZ3J","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5faf5be7eb05711e07faf4cf","Paul","Purple","You were asked to watch a video","A man shrugged with his hands raised at his side.","It seemed like the man wasn't real or the video was choppy because the movement of the man seemed artificial.","The man's movement seemed like a robot. ","Yes","Female","","White or European","","32","College Graduate (4 year)","","5faf5be7eb05711e07faf4cf","Video2"
"2024-04-17 13:06:17","2024-04-17 13:07:31","IP Address","Anonymized","100","73","True","2024-04-17 13:07:31","R_5QSpZyc3KT1Y0zv","","","","","Anonymized","Anonymized","anonymous","EN","I agree","61141ef53317a3f90b098b66","Paul","Purple","You were asked to watch a video","A robot was moving around","It was creepy","The robot was not human like","Yes","Female","","White or European","","31","College Graduate (4 year)","","61141ef53317a3f90b098b66","Video2"
"2024-04-17 13:06:12","2024-04-17 13:07:33","IP Address","Anonymized","100","80","True","2024-04-17 13:07:33","R_2E9JXBYaL7ZSrht","","","","","Anonymized","Anonymized","anonymous","EN","I agree","65bf98a80b59653678631055","Paul","Green","You were asked to watch a video","A man was speaking with a child near him","Not really","NO","No","Male","","Asian","","37","College Graduate (4 year)","","65bf98a80b59653678631055","Video6"
"2024-04-17 13:06:05","2024-04-17 13:07:41","IP Address","Anonymized","100","96","True","2024-04-17 13:07:42","R_7NZZNjWC4a4AWyL","","","","","Anonymized","Anonymized","anonymous","EN","I agree","6006c3373a03ec05a6868f7d","Paul","Green","You were asked to watch a video","There was an AI generated man who was Asian who was blinking and moving his head.","N/A","It was clearly AI generated.","Yes","Male","","White or European","","27","Masters Degree (MS)","","6006c3373a03ec05a6868f7d","Video5"
"2024-04-17 13:06:23","2024-04-17 13:07:45","IP Address","Anonymized","100","81","True","2024-04-17 13:07:45","R_5CsA1Ncx7UG83Nc","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5b67735c05753f00016b54ab","Paul","Purple","You were asked to watch a video","There was some Asian looking man just mumbling.","I thought the video was kind of strange and confusing.","Yeah it looks almost generated by AI with how wavy and bloblike everything was.","No","Male","","Asian","","26","College Graduate (4 year)","","5b67735c05753f00016b54ab","Video3"
"2024-04-17 13:06:28","2024-04-17 13:07:45","IP Address","Anonymized","100","76","True","2024-04-17 13:07:45","R_2prsFTVDAngJiNz","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5eadd264593baa0df31702d5","Paul","Purple","You were asked to watch a video","the man was staring at something off camera","no","no","No","Female","","Asian","","25","College Graduate (4 year)","","5eadd264593baa0df31702d5","Video4"
"2024-04-17 13:06:23","2024-04-17 13:07:57","IP Address","Anonymized","100","93","True","2024-04-17 13:07:57","R_7Tp0JFS1zildDqp","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5d34de398f657e00150dd0d5","Paul","Purple","You were asked to watch a video","A man was speaking","no","no sound","No","Male","","White or European","","62","College Graduate (4 year)","","5d34de398f657e00150dd0d5","Video4"
"2024-04-17 13:05:53","2024-04-17 13:07:57","IP Address","Anonymized","100","124","True","2024-04-17 13:07:58","R_3rB3tmBsHBjqaKS","","","","","Anonymized","Anonymized","anonymous","EN","I agree","60b698afe0f0a2098385c27f","Paul","Purple","You were asked to watch a video","There was a guy with blonde hair who blinked.","I had no reactions to the video.","The video was short ","No","Female","","White or European","","35","Masters Degree (MS)","","60b698afe0f0a2098385c27f","Video4"
"2024-04-17 13:06:08","2024-04-17 13:08:03","IP Address","Anonymized","100","114","True","2024-04-17 13:08:03","R_5QseoS1tBIaGh6R","","","","","Anonymized","Anonymized","anonymous","EN","I agree","612d587bc23c0628e8037a82","Paul","Purple","You were asked to watch a video","A man turned his head slightly around.","It looked like the man wasnt real","The man looked weird/ai generated","No","Male","","White or European","","23","College Graduate (4 year)","","612d587bc23c0628e8037a82","Video5"
"2024-04-17 13:05:57","2024-04-17 13:08:06","IP Address","Anonymized","100","128","True","2024-04-17 13:08:06","R_2MJrtWqJkJBCvRH","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5f01230b4f8dff26fad883d2","Paul","Purple","You were asked to watch a video","A robot was blinking.","It looks fake","The person looks unantural.","Yes","Male","","White or European","","23","Some College","","5f01230b4f8dff26fad883d2","Video4"
"2024-04-17 13:06:36","2024-04-17 13:08:07","IP Address","Anonymized","100","90","True","2024-04-17 13:08:08","R_23rTBPEN0gE6xjI","","","","","Anonymized","Anonymized","anonymous","EN","I agree","611bfbd4af7fa6a01a106813","Paul","Purple","You were asked to watch a video","It showed the human looking face of what I think was a robot","Reminded me of the uncanny valley ","No","Yes","Male","","White or European","","28","College Graduate (4 year)","","611bfbd4af7fa6a01a106813","Video5"
"2024-04-17 13:06:55","2024-04-17 13:08:09","IP Address","Anonymized","100","74","True","2024-04-17 13:08:10","R_5nT2aM9kgSG9qdK","","","","","Anonymized","Anonymized","anonymous","EN","I agree","5f58fa9f43f1b20c9761ed64","Paul","Purple","You were asked to watch a video","a man in headphones appears to try to talk","it's AI","artifacts in the video","No","Other (please specify)","nonbinary","White or European","","32","High School or Equivalent","","5f58fa9f43f1b20c9761ed64","Video3"
